Rank,Rider,Club Name,Points,RiderID,ClubID,Region,Year,Sex,Cat,Page
28,Jeremy Honor,JCA-Equipe Velo,20,57513,7183,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=57513&year=2017&d=4
28,James Lloyd,Rapha Cycling Club,20,330451,2858,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=330451&year=2017&d=4
28,Ash Mahoney,Shutt Velo Rapide,20,497702,1510,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=497702&year=2017&d=4
28,Christopher Roberts,Velosport Cycling Club,20,335330,6504,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=335330&year=2017&d=4
33,Alex Jones,Sigma Sport.co.uk,19,185534,408,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=185534&year=2017&d=4
33,Jamie Scott,Cycle Team OnForm ,19,45079,7865,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=45079&year=2017&d=4
35,Patrick Christopher,Road Development Program,18,140132,7910,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=140132&year=2017&d=4
35,Max O'Connor,Thames Velo,18,304405,65,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=304405&year=2017&d=4
37,Ben De Wet,Cowley Road Condors,17,47408,6194,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=47408&year=2017&d=4
37,Daniel Moll,VC Londres,17,492363,1390,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=492363&year=2017&d=4
37,Stephen Morrell,Echelon Cycling,17,127530,7908,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=127530&year=2017&d=4
40,Simon Oxenham,VC10,16,182289,3432,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=182289&year=2017&d=4
40,Phillip Pearce,BW Cycling,16,15182,7879,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=15182&year=2017&d=4
42,Ollie Bishop,VC Equipe - Flix,15,403136,7221,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=403136&year=2017&d=4
42,Brian Glynn,University of Bath Cycling Club,15,185247,2007,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=185247&year=2017&d=4
42,Keith Griffin,Paceline RT,15,131223,7036,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=131223&year=2017&d=4
42,Chris Manko,Team Milton Keynes,15,377707,1381,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=377707&year=2017&d=4
42,Martin Stanley,Didcot Phoenix CC,15,233853,1544,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=233853&year=2017&d=4
42,Matthew Vallis,Lovelo Cinelli RT,15,426291,7497,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=426291&year=2017&d=4
48,Matthew Buckle,Berkhamsted Cycling Club,14,300260,7006,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=300260&year=2017&d=4
48,Paul Dutton,SD Racing Team,14,429528,7173,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=429528&year=2017&d=4
48,Luke Souter,Shutt Velo Rapide,14,14518,1510,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=14518&year=2017&d=4
51,Peter Chapman,Thames Velo,13,407411,65,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=407411&year=2017&d=4
51,Richard Pearce,Paceline RT,13,611347,7036,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=611347&year=2017&d=4
51,Matthew Watson,Team Milton Keynes,13,589974,1381,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=589974&year=2017&d=4
54,Jonathan Brown,London Dynamo,12,456561,3105,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=456561&year=2017&d=4
54,Andrew Fleet,Hemel Hempstead CC,12,380595,3358,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=380595&year=2017&d=4
54,Colin Roshier,Team Quest - The Bike Shop,12,32882,2309,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=32882&year=2017&d=4
54,Johnathan Sargeant,WDMBC/Specialized Ruislip,12,502385,28,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=502385&year=2017&d=4
54,Christy Tabrett,700CC,12,216364,7268,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=216364&year=2017&d=4
59,Amir Eshtehardi,Finsbury Park CC,11,136545,1261,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=136545&year=2017&d=4
59,Jack Flores,Twickenham CC,11,564933,2945,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=564933&year=2017&d=4
59,Joseph Gillies,Twickenham CC,11,136585,2945,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=136585&year=2017&d=4
59,Dylan Hubble,Thames Velo,11,397147,65,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=397147&year=2017&d=4
59,Kieron Lewis,Beds Road Race Team,11,554330,7676,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=554330&year=2017&d=4
64,Lubomir Belak,St Ives CC,10,107123,2701,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=107123&year=2017&d=4
64,Peter Brooks,45 Road Club,10,409668,778,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=409668&year=2017&d=4
64,Andrew Brown,The Bike Loft,10,58703,4812,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=58703&year=2017&d=4
64,Mark Hughes,GS Henley,10,25651,521,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=25651&year=2017&d=4
64,Jim Kent,London Dynamo,10,16719,3105,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=16719&year=2017&d=4
64,Jacob Loftus,University of Exeter Cycling Club,10,104828,412,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=104828&year=2017&d=4
64,Dan Tamplin,Echelon Cycling,10,1368,7908,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=1368&year=2017&d=4
71,Neil Ashton,High Wycombe Cycling Club,9,26650,3392,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=26650&year=2017&d=4
71,Justin Barber,High Wycombe Cycling Club,9,650999,3392,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=650999&year=2017&d=4
71,Tim Edwins,JCA-Equipe Velo,9,189145,7183,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=189145&year=2017&d=4
71,Matt Hermon,Mickey Cranks CC,9,547511,6542,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=547511&year=2017&d=4
71,Branislav Mosnak,Rockingham Forest Whls,9,313959,1610,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=313959&year=2017&d=4
71,Christopher Smith,Python Racing Team,9,35983,459,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=35983&year=2017&d=4
71,Rhys Williams,Mickey Cranks CC,9,347112,6542,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=347112&year=2017&d=4
78,Daren Austin,Twickenham CC,8,232207,2945,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=232207&year=2017&d=4
78,Richard Hill,Team Milton Keynes,8,331341,1381,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=331341&year=2017&d=4
78,Ben Lorton,London Dynamo,8,244650,3105,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=244650&year=2017&d=4
78,Callum Macleod,Team Vision Innovative Leisure,8,8310,6750,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=8310&year=2017&d=4
82,Peter Christopher,VC10,7,168690,3432,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=168690&year=2017&d=4
82,Tom Coombe,Kingston Wheelers CC,7,672755,1082,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=672755&year=2017&d=4
82,Alex Jackson,Hillingdon Cycling Club,7,359727,3448,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=359727&year=2017&d=4
82,Robert King,,7,79262,,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=79262&year=2017&d=4
82,Steve Lovell,Bonito Squadra Corse,7,198114,6386,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=198114&year=2017&d=4
82,Bob McGlue,High Wycombe Cycling Club,7,404032,3392,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=404032&year=2017&d=4
82,George Savill,Hemel Hempstead CC,7,578586,3358,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=578586&year=2017&d=4
82,Michael Skipsey,Beds Road Race Team,7,14682,7676,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=14682&year=2017&d=4
82,Richard Wiggins,Team Milton Keynes,7,588679,1381,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=588679&year=2017&d=4
91,James Bark,Islington Cycling Club,6,462867,2040,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=462867&year=2017&d=4
91,Oliver Bates,Beds Road Race Team,6,189508,7676,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=189508&year=2017&d=4
91,Kieran Blair,Echelon Cycling,6,185987,7908,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=185987&year=2017&d=4
91,James Ferguson,SD Racing Team,6,451691,7173,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=451691&year=2017&d=4
91,Callum Irvine,Spiritbikes cycling club,6,463746,7937,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=463746&year=2017&d=4
91,Harri James,Didcot Phoenix CC,6,216698,1544,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=216698&year=2017&d=4
91,Thomas Mead-Herbert,Watford Velo Sport,6,127952,712,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=127952&year=2017&d=4
91,Andrew Moon,Reading CC,6,25253,3529,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=25253&year=2017&d=4
91,David Mucci,Paceline RT,6,224512,7036,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=224512&year=2017&d=4
91,Thomas Nightingale,Cowley Road Condors,6,540842,6194,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=540842&year=2017&d=4
91,David Phillips,HMT with JLT Condor,6,73968,7108,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=73968&year=2017&d=4
91,Paul Renshaw,Mickey Cranks CC,6,307311,6542,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=307311&year=2017&d=4
91,Robert Stimpson,Python Racing Team,6,1912,459,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=1912&year=2017&d=4
91,Jamie Strachan,High Wycombe Cycling Club,6,245282,3392,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=245282&year=2017&d=4
91,Rory Wells,VC10,6,552463,3432,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=552463&year=2017&d=4
106,Nathan Bond,,5,415836,,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=415836&year=2017&d=4
106,Paul Buckley,SD Racing Team,5,129249,7173,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=129249&year=2017&d=4
106,Jonathan Jones,University of Exeter Cycling Club,5,186915,412,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=186915&year=2017&d=4
106,Pablo Marcos Pazos,High Wycombe Cycling Club,5,571509,3392,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=571509&year=2017&d=4
106,Mark Perkins,Amersham Road Cycling Club,5,392501,3663,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=392501&year=2017&d=4
106,Chris Pyne,Imperial Racing Team,5,58133,3402,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=58133&year=2017&d=4
106,Leigh Smith,JCA-Equipe Velo,5,38453,7183,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=38453&year=2017&d=4
106,Paul Woods,Set Cycle Club,5,580312,6485,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=580312&year=2017&d=4
114,Victor Aguirre,Handsling Racing,4,424576,5122,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=424576&year=2017&d=4
114,Gregory Bassam,London Phoenix CC,4,624246,3676,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=624246&year=2017&d=4
114,Bernard Bunting,London Dynamo,4,279543,3105,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=279543&year=2017&d=4
114,Tom Fowler,Outdoor Traders Race Team,4,395735,7345,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=395735&year=2017&d=4
114,Rufus Greenway,Twickenham CC,4,515785,2945,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=515785&year=2017&d=4
114,Neil Heffernan,Kenton RC,4,100229,586,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=100229&year=2017&d=4
114,Scott Heyhoe,Farnborough & Camberley CC,4,199561,284,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=199561&year=2017&d=4
114,Michael Laborero,Beds Road Race Team,4,135665,7676,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=135665&year=2017&d=4
114,Daniel Marett,GS Henley,4,306052,521,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=306052&year=2017&d=4
114,Daniel Marron,Shutt Velo Rapide,4,464820,1510,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=464820&year=2017&d=4
114,Barrie Morris,Royal Air Force CA,4,171823,1166,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=171823&year=2017&d=4
114,Sam Reed,University of Warwick,4,567359,7158,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=567359&year=2017&d=4
114,Daniel Rootes,,4,8021,,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=8021&year=2017&d=4
114,David Tuttle,45 Road Club,4,662294,778,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=662294&year=2017&d=4
114,Rob Yeatman,Cotswold Cycles-TREK,4,63901,7110,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=63901&year=2017&d=4
129,James Archibald,GS Henley,3,129443,521,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=129443&year=2017&d=4
129,Robert Attreed,Maidenhead and District CC,3,117420,3754,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=117420&year=2017&d=4
129,David Carter,Watford Velo Sport,3,50544,712,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=50544&year=2017&d=4
129,George Day,Shutt Velo Rapide,3,555792,1510,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=555792&year=2017&d=4
129,James Pittard,Didcot Phoenix CC,3,312969,1544,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=312969&year=2017&d=4
129,David Robinson,Kettering CC,3,131270,1791,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=131270&year=2017&d=4
129,Andrew Ruane,Cowley Road Condors,3,203037,6194,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=203037&year=2017&d=4
129,Matt J Smith,Port Talbot Wheelers,3,458925,3166,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=458925&year=2017&d=4
129,John Wann,Palmer Park Velo RT,3,27760,3611,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=27760&year=2017&d=4
138,Andy Blackman,VC Meudon,2,351225,101,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=351225&year=2017&d=4
138,Andrew Buurman,Rapha Cycling Club,2,369035,2858,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=369035&year=2017&d=4
138,Louis Carter,Team Corley Cycles,2,263475,6106,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=263475&year=2017&d=4
138,Paul Cope,High Wycombe Cycling Club,2,21108,3392,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=21108&year=2017&d=4
138,Jonathan Donald,,2,13819,,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=13819&year=2017&d=4
138,Luke Gilder,Mountain Trax RT,2,350845,398,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=350845&year=2017&d=4
138,Jason Green,Beds Road Race Team,2,52132,7676,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=52132&year=2017&d=4
138,James Harvey,Royal Air Force CA,2,126077,1166,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=126077&year=2017&d=4
138,Sam Hodges,Pearson Cycling Club,2,588357,767,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=588357&year=2017&d=4
138,Samuel Huckle,Twickenham CC,2,476936,2945,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=476936&year=2017&d=4
138,David Ivory,Reading CC,2,45896,3529,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=45896&year=2017&d=4
138,Tim Jones,Cowley Road Condors,2,11354,6194,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=11354&year=2017&d=4
138,Simon Pearce,Berkhamsted Cycling Club,2,567170,7006,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=567170&year=2017&d=4
138,Rob Saunders,Kibosh ,2,100347,7607,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=100347&year=2017&d=4
138,Stephen Smith,Newbury RC,2,63849,3109,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=63849&year=2017&d=4
138,Gary Stimson,Broughton Cycling Group,2,575818,7888,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=575818&year=2017&d=4
138,Jamie Tuttle,45 Road Club,2,592820,778,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=592820&year=2017&d=4
138,Jonathan Williams,Amersham Road Cycling Club,2,441400,3663,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=441400&year=2017&d=4
156,Daniel Adams,London Dynamo,1,545038,3105,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=545038&year=2017&d=4
156,Alfie Banks,Catford CC,1,257366,1641,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=257366&year=2017&d=4
156,Patrick Brown,,1,203134,,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=203134&year=2017&d=4
156,Nigel Byrne,CC Luton,1,176115,143,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=176115&year=2017&d=4
156,Evan Carter,Team Corley Cycles,1,263471,6106,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=263471&year=2017&d=4
156,Oskar De Schynkel,,1,442729,,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=442729&year=2017&d=4
156,Thomas Glynn,UEA - Streetlife Cycles,1,555694,3430,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=555694&year=2017&d=4
156,Simon Gray,Twickenham CC,1,213548,2945,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=213548&year=2017&d=4
156,Jason Gurney,Bonito Squadra Corse,1,59858,6386,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=59858&year=2017&d=4
156,Bruce Hodges,API-Metrow/Bodyby JR,1,2073,1730,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=2073&year=2017&d=4
156,Jason McClean,Kettering CC,1,659807,1791,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=659807&year=2017&d=4
156,Jacek Nowosielski,,1,645517,,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=645517&year=2017&d=4
156,Stuart Plows,Kettering CC,1,340115,1791,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=340115&year=2017&d=4
156,Benjamin Spencer,Beds Road Race Team,1,34422,7676,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=34422&year=2017&d=4
156,Ben Voller,Twickenham CC,1,208265,2945,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=208265&year=2017&d=4
156,Carl Ward,,1,561796,,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=561796&year=2017&d=4
156,Jim Warren,Rutland Leicestershire Track,1,600496,7624,Central,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=600496&year=2017&d=4
1,Thomas Sutton,RST Racing Team,36,41559,5372,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=41559&year=2017&d=4
2,Guy Cook,Chesterfield Coureurs,32,53006,692,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=53006&year=2017&d=4
3,Daniel Fisher,Leicester Forest CC,31,662293,2151,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=662293&year=2017&d=4
3,Adam Gascoigne,Giant Store Rutland / Wattbike,31,14302,7639,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=14302&year=2017&d=4
5,James Haworth,University of Warwick,29,545085,7158,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=545085&year=2017&d=4
5,Colin Payne,VC Lincoln,29,39405,1927,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=39405&year=2017&d=4
5,Chris Reeson,Royal Air Force CA,29,548768,1166,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=548768&year=2017&d=4
8,Jean-Christophe Cipieres,Leicester Forest CC,26,584719,2151,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=584719&year=2017&d=4
9,John Hind,Bolsover & District Cycling Club,25,43917,1399,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=43917&year=2017&d=4
9,Jack Storey,OVB,25,415132,7080,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=415132&year=2017&d=4
11,James Poole,Team PB Performance,24,534312,2875,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=534312&year=2017&d=4
12,Alexander Pritchard,RPD Racing,23,423466,7537,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=423466&year=2017&d=4
13,Joshua Wallis,Velo-One Cycling Team,22,533512,7463,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=533512&year=2017&d=4
14,Luke Freeman,South Normanton Cycling Club,21,510336,7023,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=510336&year=2017&d=4
15,Martin Perrett,Heanor Clarion CC,20,108226,3168,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=108226&year=2017&d=4
16,Aaron Chambers-Smith,Andy Moore Autocentres Racing,19,525804,6670,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=525804&year=2017&d=4
16,Michael Jones,OVB,19,106479,7080,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=106479&year=2017&d=4
16,Phil Rayner,Welland Valley CC,19,29279,1589,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=29279&year=2017&d=4
19,Daniel Boultby,Langdale Lightweights Racing Team,18,258418,830,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=258418&year=2017&d=4
20,Richard Lister,Team Jewson-M.I.Racing-Polypipe,16,77245,795,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=77245&year=2017&d=4
21,David Earth,Steve Poole Plant Hire / Raleigh,15,63660,7014,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=63660&year=2017&d=4
21,James Haydon,Derby Mercury RC,15,308806,2188,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=308806&year=2017&d=4
21,Andrew Logan,OVB,15,284213,7080,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=284213&year=2017&d=4
21,Darren Rider,Team PB Performance,15,465663,2875,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=465663&year=2017&d=4
21,Duncan Walkey,Royal Air Force CA,15,325075,1166,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=325075&year=2017&d=4
26,John Hughes,Nottingham Clarion CC,14,6857,2433,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=6857&year=2017&d=4
26,Carl Sturgeon,Team Jewson-M.I.Racing-Polypipe,14,61434,795,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=61434&year=2017&d=4
28,Ryan Henry,Numplumz Mountainbikers,13,24371,3321,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=24371&year=2017&d=4
28,Kevin Potter,CC Giro,13,71363,2767,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=71363&year=2017&d=4
30,Josh Rowe,OVB,11,449666,7080,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=449666&year=2017&d=4
30,Steven Savage,Melton Olympic CC,11,439579,1884,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=439579&year=2017&d=4
32,Gareth Hewitt,SCOTT Racing,10,79133,6510,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=79133&year=2017&d=4
32,Leigh Veldeman,South Normanton Cycling Club,10,379261,7023,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=379261&year=2017&d=4
34,Matthew Coates,OVB,9,808,7080,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=808&year=2017&d=4
34,Philip Kilpatrick,Langdale Lightweights Racing Team,9,194886,830,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=194886&year=2017&d=4
34,Alexander Shepherd,Sheffield Phoenix,9,702261,1096,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=702261&year=2017&d=4
37,Simon Beedham,Lincsquad (Quadrathlon Club),8,104743,3381,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=104743&year=2017&d=4
37,Adam Botteley,Cycle Team OnForm ,8,123900,7865,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=123900&year=2017&d=4
37,Harry Crew,Derby Mercury RC,8,134966,2188,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=134966&year=2017&d=4
37,Adam Egner,Witham Wheelers Cycling Club,8,131884,658,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=131884&year=2017&d=4
37,William Gascoyne,100% ME,8,101999,1438,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=101999&year=2017&d=4
37,John Hunt,Beacon Roads CC,8,409402,1651,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=409402&year=2017&d=4
37,Ben Moore,Spalding Cycling Club,8,284521,1660,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=284521&year=2017&d=4
37,Ben Spiers,Rockingham Forest Whls,8,315987,1610,East Midlands,2017,Male,3rd,https://www.britishcycling.org.uk/points?person_id=315987&year=2017&d=4
