secs, cad, hr, km, kph, nm, watts, alt, lon, lat, headwind, slope, temp, interval, lrbalance, lte, rte, lps, rps, smo2, thb, o2hb, hhb
1030,0,0,0.75072,0,0,0,2002.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1031,0,0,0.75072,0,0,0,2007,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1032,0,0,0.75072,0,0,0,2017.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1033,0,0,0.75072,0,0,0,2023,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1034,0,0,0.75072,0,0,0,2029,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1035,0,0,0.75072,0,0,0,2035.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1036,0,0,0.75072,0,0,0,2042.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1037,0,0,0.75072,0,0,0,2048.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1038,0,0,0.75072,0,0,0,2053.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1039,0,0,0.75072,0,0,0,2056.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1040,0,0,0.75072,0,0,0,2059,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1041,0,0,0.75072,0,0,0,2061.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1042,0,0,0.75072,0,0,0,2065.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1043,0,0,0.75072,0,0,0,2069,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1044,0,0,0.75072,0,0,0,2072.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1045,0,0,0.75072,0,0,0,2076.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1046,0,0,0.75072,0,0,0,2080.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1047,0,0,0.75072,0,0,0,2085.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1048,0,0,0.75072,0,0,0,2089.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1049,0,0,0.75072,0,0,0,2093.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1050,0,0,0.75072,0,0,0,2095.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1051,0,0,0.75072,0,0,0,2097.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1052,0,0,0.75072,0,0,0,2098.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1053,0,0,0.75072,0,0,0,2100.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1054,0,0,0.75072,0,0,0,2102.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1055,0,0,0.75072,0,0,0,2105.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1056,0,0,0.75072,0,0,0,2108,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1057,0,0,0.75072,0,0,0,2110.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1058,0,0,0.75072,0,0,0,2114.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1059,0,0,0.75072,0,0,0,2117.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1060,0,0,0.75072,0,0,0,2121.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1061,0,0,0.75072,0,0,0,2123.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1062,0,0,0.75072,0,0,0,2125.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1063,0,0,0.75072,0,0,0,2127.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1064,0,0,0.75072,0,0,0,2129.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1065,0,0,0.75072,0,0,0,2132.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1066,0,0,0.75072,0,0,0,2134.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1067,0,0,0.75072,0,0,0,2140,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1068,0,0,0.75072,0,0,0,2143,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1069,0,0,0.75072,0,0,0,2146.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1070,0,0,0.75072,0,0,0,2150.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1071,0,0,0.75072,0,0,0,2153.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1072,0,0,0.75072,0,0,0,2155.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1073,0,0,0.75072,0,0,0,2157.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1074,0,0,0.75072,0,0,0,2159.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1075,0,0,0.75072,0,0,0,2161.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1076,0,0,0.75072,0,0,0,2164.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1077,0,0,0.75072,0,0,0,2167.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1078,0,0,0.75072,0,0,0,2172,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1079,0,0,0.75072,0,0,0,2177.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1080,0,0,0.75072,0,0,0,2183.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1081,0,0,0.75072,0,0,0,2189.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1082,0,0,0.75072,0,0,0,2194.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1083,0,0,0.75072,0,0,0,2199.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1084,0,0,0.75072,0,0,0,2204.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1085,0,0,0.75072,0,0,0,2209.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1086,0,0,0.75072,0,0,0,2213.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1087,0,0,0.75072,0,0,0,2218,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1088,0,0,0.75072,0,0,0,2222.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1089,0,0,0.75072,0,0,0,2228,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1090,0,0,0.75072,0,0,0,2233.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1091,0,0,0.75072,0,0,0,2239.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1092,0,0,0.75072,0,0,0,2245.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1093,0,0,0.75072,0,0,0,2251,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1094,0,0,0.75072,0,0,0,2257.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1095,0,0,0.75072,0,0,0,2263,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1096,0,0,0.75072,0,0,0,2268.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1097,0,0,0.75072,0,0,0,2273.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1098,0,0,0.75072,0,0,0,2279.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1099,0,0,0.75072,0,0,0,2285,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1100,0,0,0.75072,0,0,0,2291,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1101,0,0,0.75072,0,0,0,2297.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1102,0,0,0.75072,0,0,0,2309.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1103,0,0,0.75072,0,0,0,2315,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1104,0,0,0.75072,0,0,0,2320.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1105,0,0,0.75072,0,0,0,2326.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1106,0,0,0.75072,0,0,0,2332,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1107,0,0,0.75072,0,0,0,2338.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1108,0,0,0.75072,0,0,0,2345.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1109,0,0,0.75072,0,0,0,2352.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1110,0,0,0.75072,0,0,0,2357.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1111,0,0,0.75072,0,0,0,2360,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1112,0,0,0.75072,0,0,0,2361.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1113,0,0,0.75072,0,0,0,2363.4,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1114,0,0,0.75072,0,0,0,2367,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1115,0,0,0.75072,0,0,0,2373,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1116,0,0,0.75072,0,0,0,2380.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1117,0,0,0.75072,0,0,0,2386.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1118,0,0,0.75072,0,0,0,2393,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1119,0,0,0.75072,0,0,0,2398.8,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1120,0,0,0.75072,0,0,0,2404.6,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
1121,0,0,0.75072,0,0,0,2410.2,0,0,0,-1.246e-13,11,0,-255,0,0,0,0,0,0,0,0
